14, 18: 0.4248516129032259
14, 19: 0.43134193548387095
15, 0: 0.0
15, 1: 0.0
15, 2: 0.08319822024471636
15, 3: 0.1355599555061179
15, 4: 0.18274972191323693
15, 5: 0.22239021134593995
15, 6: 0.2552689655172414
15, 7: 0.2842687430478309
15, 8: 0.31023715239154614
15, 9: 0.33029632925472746
15, 10: 0.34916484983314794
15, 11: 0.36496462736373747
15, 12: 0.3790780867630701
15, 13: 0.3923657397107898
15, 14: 0.4014162402669633
15, 15: 0.4135942157953282
15, 16: 0.42067141268075636
15, 17: 0.42933392658509456
15, 18: 0.4385966629588432
15, 19: 0.4447052280311457
16, 0: 0.0
16, 1: 0.0
16, 2: 0.08703047830923248
16, 3: 0.14231457174638487
16, 4: 0.18993637374860958
16, 5: 0.22814905450500556
16, 6: 0.2646883203559511
16, 7: 0.29280489432703005
16, 8: 0.31770055617352616
16, 9: 0.3392969966629588
16, 10: 0.35892413793103445
16, 11: 0.37356662958843156
16, 12: 0.3884146829810901
16, 13: 0.40136774193548386
16, 14: 0.41261490545050056
16, 15: 0.4237543937708565
16, 16: 0.4326674082313682
16, 17: 0.44078175750834264
16, 18: 0.4497241379310345
16, 19: 0.4561779755283648
17, 0: 0.0
17, 1: 0.02187853170189099
17, 2: 0.0911959955506118
17, 3: 0.14538598442714126
17, 4: 0.1939666295884316
17, 5: 0.23420244716351504
17, 6: 0.2705397107897664
17, 7: 0.3009766407119021
17, 8: 0.32644849833147943
17, 9: 0.3476040044493882
17, 10: 0.36641913236929924
17, 11: 0.38341179087875416
17, 12: 0.3976476084538376
17, 13: 0.41157419354838715
17, 14: 0.4217837597330367
17, 15: 0.4331773081201335
17, 16: 0.442587319243604
17, 17: 0.45123025583982196
17, 18: 0.45926985539488324
17, 19: 0.46614327030033376
18, 0: 0.0
18, 1: 0.0
18, 2: 0.09538464961067854
18, 3: 0.14885650723025584
18, 4: 0.20024160177975528
18, 5: 0.24053570634037819
18, 6: 0.27525650723025585
18, 7: 0.30739265850945496
18, 8: 0.33273637374860954
18, 9: 0.3530758620689655
18, 10: 0.3740271412680756
18, 11: 0.3895519466073415
18, 12: 0.4053797552836485
18, 13: 0.4186678531701891
18, 14: 0.43045428253615126
18, 15: 0.44155283648498334
18, 16: 0.4514620689655172
18, 17: 0.4592969966629588
18, 18: 0.46835239154616237
18, 19: 0.4761201334816463
19, 0: 0.0
19, 1: 0.0
19, 2: 0.09711902113459399
19, 3: 0.15394571746384872
19, 4: 0.20478353726362625
19, 5: 0.24588698553948835
19, 6: 0.28133659621802004
19, 7: 0.31306295884315904
19, 8: 0.3389761957730812
19, 9: 0.3608222469410456
19, 10: 0.3804498331479422
19, 11: 0.39653081201334817
19, 12: 0.4122954393770857
19, 13: 0.42553370411568414
19, 14: 0.4389228031145717
19, 15: 0.4496088987764182
19, 16: 0.45885962180200224
19, 17: 0.4674246941045606
19, 18: 0.4758482758620689
19, 19: 0.4844832035595105
